int(self),self.cycle,highest_counter,faulty_transporter,faulty_transporter = highest_counter,average_com_range,init_com_radius,length(transporter),average_ties
276,4161,transporter(22),transporter(22),true,59.752000000000606,25.0,50,8.66
277,2411,transporter(22),transporter(22),true,21.29799999999934,25.0,50,5.78
278,1388,transporter(22),transporter(22),true,39.935999999999154,25.0,50,5.92
279,5950,transporter(22),transporter(22),true,37.40999999999998,25.0,50,7.36
280,2448,transporter(22),transporter(22),true,50.91399999999803,25.0,50,5.84
281,1542,transporter(22),transporter(22),true,42.639999999999,25.0,50,6.28
282,2477,transporter(22),transporter(22),true,31.907999999998957,25.0,50,6.64
283,7132,transporter(22),transporter(22),true,59.43599999999988,25.0,50,6.1
284,2156,transporter(22),transporter(22),true,35.613999999998654,25.0,50,6.76
285,1566,transporter(22),transporter(22),true,17.62199999999942,25.0,50,5.4
286,4266,transporter(22),transporter(22),true,37.49400000000001,25.0,50,8.1
287,3355,transporter(22),transporter(22),true,31.28199999999967,25.0,50,7.46
288,1836,transporter(22),transporter(22),true,43.51999999999871,25.0,50,6.96
289,2262,transporter(22),transporter(22),true,23.717999999999073,25.0,50,6.58
290,3347,transporter(22),transporter(22),true,47.70400000000025,25.0,50,7.94
291,1703,transporter(22),transporter(22),true,24.67999999999927,25.0,50,5.72
292,2571,transporter(22),transporter(22),true,42.22599999999884,25.0,50,8.16
293,1142,transporter(22),transporter(22),true,30.14599999999937,25.0,50,6.18
294,2892,transporter(22),transporter(22),true,98.97399999999918,25.0,50,8.68
295,1556,transporter(22),transporter(22),true,17.24199999999944,25.0,50,3.88
296,4883,transporter(22),transporter(22),true,59.84199999999996,25.0,50,7.08
297,1674,transporter(22),transporter(22),true,36.03999999999887,25.0,50,5.62
298,2455,transporter(22),transporter(22),true,26.22599999999916,25.0,50,6.84
299,3369,transporter(22),transporter(22),true,35.81999999999959,25.0,50,7.42
300,2696,transporter(22),transporter(22),true,29.361999999999806,50.0,50,7.34
301,3885,transporter(22),transporter(22),true,36.486000000000416,50.0,50,6.7
302,1818,transporter(22),transporter(22),true,47.24399999999816,50.0,50,8.64
303,892,transporter(22),transporter(22),true,24.50799999999955,50.0,50,5.14
304,3150,transporter(22),transporter(22),true,43.98999999999945,50.0,50,7.56
305,3001,transporter(22),transporter(22),true,35.613999999999415,50.0,50,6.52
306,2274,transporter(22),transporter(22),true,54.21999999999781,50.0,50,8.22
307,3068,transporter(22),transporter(22),true,32.10999999999946,50.0,50,5.56
308,7806,transporter(22),transporter(22),true,58.0119999999992,50.0,50,7.84
309,5436,transporter(22),transporter(22),true,33.191999999999354,50.0,50,7.56
310,2202,transporter(22),transporter(22),true,34.11999999999891,50.0,50,7.46
311,2696,transporter(22),transporter(22),true,26.495999999999476,50.0,50,5.72
312,4631,transporter(22),transporter(22),true,37.494,50.0,50,6.92
313,3649,transporter(22),transporter(22),true,44.867999999999526,50.0,50,6.84
314,1372,transporter(22),transporter(22),true,27.975999999999246,50.0,50,6.04
315,1950,transporter(22),transporter(22),true,25.541999999999163,50.0,50,6.2
316,10437,transporter(22),transporter(22),true,27.32599999999976,50.0,50,6.14
317,3458,transporter(22),transporter(22),true,44.3339999999995,50.0,50,7.28
318,830,transporter(22),transporter(22),true,28.00599999999974,50.0,50,3.8
319,2269,transporter(22),transporter(22),true,23.835999999999217,50.0,50,6.28
320,1965,transporter(22),transporter(22),true,49.163999999998715,50.0,50,7.56
321,3060,transporter(22),transporter(22),true,29.483999999999515,50.0,50,7.06
322,2018,transporter(22),transporter(22),true,29.13599999999898,50.0,50,7.22
323,1642,transporter(22),transporter(22),true,15.621999999999662,50.0,50,3.58
324,1785,transporter(22),transporter(22),true,38.251999999998844,50.0,50,5.7
325,3604,transporter(22),transporter(22),true,56.16000000000076,50.0,50,8.18
326,1428,transporter(22),transporter(22),true,38.46999999999882,50.0,50,7.24
327,3176,transporter(22),transporter(22),true,29.693999999999193,50.0,50,5.9
328,911,transporter(22),transporter(22),true,15.719999999999594,50.0,50,5.04
329,3475,transporter(22),transporter(22),true,41.10000000000021,50.0,50,7.1
330,1227,transporter(22),transporter(22),true,29.931999999999142,50.0,50,5.38
331,10881,transporter(22),transporter(22),true,37.46399999999999,50.0,50,6.82
332,4231,transporter(22),transporter(22),true,42.48599999999912,50.0,50,8.92
333,1831,transporter(22),transporter(22),true,35.817999999999145,50.0,50,6.9
334,3299,transporter(22),transporter(22),true,82.83399999999965,50.0,50,8.98
335,4409,transporter(22),transporter(22),true,37.49400000000001,50.0,50,7.7
336,4367,transporter(22),transporter(22),true,81.29799999999972,50.0,50,8.26
337,3549,transporter(22),transporter(22),true,53.88000000000122,50.0,50,7.48
338,2550,transporter(22),transporter(22),true,36.91999999999885,50.0,50,8.02
339,4252,transporter(22),transporter(22),true,30.23799999999952,50.0,50,6.26
340,4105,transporter(22),transporter(22),true,55.66199999999919,50.0,50,6.3
341,1933,transporter(22),transporter(22),true,46.17399999999822,50.0,50,7.0
342,2020,transporter(22),transporter(22),true,22.71799999999931,50.0,50,5.96
343,3024,transporter(22),transporter(22),true,32.21800000000043,50.0,50,7.4
344,1331,transporter(22),transporter(22),true,29.377999999999194,50.0,50,5.72
345,1152,transporter(22),transporter(22),true,29.58399999999916,50.0,50,6.94
346,3329,transporter(22),transporter(22),true,117.27600000000322,50.0,50,10.22
347,972,transporter(22),transporter(22),true,28.635999999999648,50.0,50,4.54
348,5717,transporter(22),transporter(22),true,37.1759999999996,50.0,50,5.94
349,2746,transporter(22),transporter(22),true,29.137999999999415,50.0,50,5.48
350,3333,transporter(22),transporter(22),true,40.39599999999919,50.0,50,6.04
351,1257,transporter(22),transporter(22),true,26.537999999999638,50.0,50,4.72
352,5317,transporter(22),transporter(22),true,37.49400000000001,50.0,50,8.12
353,1417,transporter(22),transporter(22),true,25.733999999999384,50.0,50,6.06
354,1938,transporter(22),transporter(22),true,19.325999999999286,50.0,50,5.78
355,713,transporter(22),transporter(22),true,22.279999999999873,50.0,50,3.54
356,5799,transporter(22),transporter(22),true,43.14599999999905,50.0,50,7.42
357,2529,transporter(22),transporter(22),true,37.7639999999988,50.0,50,7.96
358,3323,transporter(22),transporter(22),true,35.65199999999972,50.0,50,7.0
359,1134,transporter(22),transporter(22),true,28.84799999999965,50.0,50,5.2
360,4116,transporter(22),transporter(22),true,36.81599999999995,50.0,50,5.52
361,3569,transporter(22),transporter(22),true,34.0619999999996,50.0,50,7.6
362,5694,transporter(22),transporter(22),true,31.946000000000126,50.0,50,6.9
363,2034,transporter(22),transporter(22),true,43.17799999999839,50.0,50,6.88
364,2602,transporter(22),transporter(22),true,29.59599999999944,50.0,50,6.72
365,1337,transporter(22),transporter(22),true,50.69599999999841,50.0,50,8.18
366,9707,transporter(22),transporter(22),true,37.494,50.0,50,5.54
367,4433,transporter(22),transporter(22),true,38.24799999999961,50.0,50,6.06
368,2415,transporter(22),transporter(22),true,60.1359999999985,50.0,50,8.94
